Row ID,Postal Code,Product ID,Customer ID,Order ID,Order Date,Sales,Ship Date
72,49201.0,OFF-PA-10004675,TB-21520,CA-2018-114440,14/09/2018,19.05,17/09/2018
73,38109.0,FUR-CH-10000513,JE-15745,US-2016-134026,26/04/2016,831.936,02/05/2016
74,38109.0,FUR-FU-10003708,JE-15745,US-2016-134026,26/04/2016,97.04,02/05/2016
75,38109.0,OFF-ST-10004123,JE-15745,US-2016-134026,26/04/2016,72.784,02/05/2016
76,77041.0,OFF-BI-10004182,KB-16600,US-2018-118038,09/12/2018,1.248,11/12/2018
77,77041.0,FUR-FU-10000260,KB-16600,US-2018-118038,09/12/2018,9.708,11/12/2018
78,77041.0,OFF-ST-10000615,KB-16600,US-2018-118038,09/12/2018,27.24,11/12/2018
79,77070.0,FUR-FU-10003194,JE-15745,US-2015-147606,26/11/2015,19.3,01/12/2015
80,35601.0,OFF-AP-10002118,SC-20770,CA-2017-127208,12/06/2017,208.16,15/06/2017
81,35601.0,OFF-BI-10002309,SC-20770,CA-2017-127208,12/06/2017,16.74,15/06/2017
82,94122.0,OFF-AR-10002053,DN-13690,CA-2015-139451,12/10/2015,14.9,16/10/2015
83,94122.0,OFF-ST-10002370,DN-13690,CA-2015-139451,12/10/2015,21.39,16/10/2015
84,27707.0,OFF-EN-10000927,JC-16105,CA-2016-149734,03/09/2016,200.984,08/09/2016
85,60623.0,OFF-ST-10003656,CS-12400,US-2018-119662,13/11/2018,230.376,16/11/2018
86,29203.0,FUR-CH-10000863,PO-18865,CA-2018-140088,28/05/2018,301.96,30/05/2018
87,55901.0,TEC-AC-10001998,PG-18895,CA-2018-155558,26/10/2018,19.99,02/11/2018
88,55901.0,OFF-LA-10000134,PG-18895,CA-2018-155558,26/10/2018,6.16,02/11/2018
89,77095.0,OFF-ST-10003442,GM-14455,CA-2017-159695,05/04/2017,158.368,10/04/2017
90,90036.0,OFF-AR-10004930,JS-15685,CA-2017-109806,17/09/2017,20.1,22/09/2017
91,90036.0,TEC-PH-10004093,JS-15685,CA-2017-109806,17/09/2017,73.584,22/09/2017
92,90036.0,OFF-PA-10000304,JS-15685,CA-2017-109806,17/09/2017,6.48,22/09/2017
93,55407.0,OFF-PA-10003177,KB-16315,CA-2016-149587,31/01/2016,12.96,05/02/2016
94,55407.0,FUR-FU-10003799,KB-16315,CA-2016-149587,31/01/2016,53.34,05/02/2016
95,55407.0,OFF-BI-10002852,KB-16315,CA-2016-149587,31/01/2016,32.96,05/02/2016
96,97206.0,OFF-BI-10004738,RB-19705,US-2018-109484,06/11/2018,5.682,12/11/2018
97,10009.0,FUR-FU-10000629,PN-18775,CA-2018-161018,09/11/2018,96.53,11/11/2018
98,94122.0,OFF-BI-10001721,KD-16345,CA-2018-157833,17/06/2018,51.312,20/06/2018
99,55106.0,OFF-AP-10000358,ER-13855,CA-2017-149223,06/09/2017,77.88,11/09/2017
100,60610.0,OFF-PA-10003256,RB-19465,CA-2017-158568,29/08/2017,64.624,02/09/2017
101,60610.0,TEC-AC-10001767,RB-19465,CA-2017-158568,29/08/2017,95.976,02/09/2017
102,60610.0,OFF-BI-10002609,RB-19465,CA-2017-158568,29/08/2017,1.788,02/09/2017
103,55901.0,OFF-PA-10004040,GZ-14470,CA-2017-129903,01/12/2017,23.92,04/12/2017
104,80013.0,TEC-AC-10001552,LC-16870,US-2016-156867,13/11/2016,238.896,17/11/2016
105,80013.0,FUR-FU-10004006,LC-16870,US-2016-156867,13/11/2016,102.36,17/11/2016
106,80013.0,OFF-BI-10002794,LC-16870,US-2016-156867,13/11/2016,36.882,17/11/2016
107,28205.0,TEC-AC-10003499,JM-15250,CA-2018-119004,23/11/2018,74.112,28/11/2018
108,28205.0,TEC-PH-10002844,JM-15250,CA-2018-119004,23/11/2018,27.992,28/11/2018
109,28205.0,OFF-AR-10000390,JM-15250,CA-2018-119004,23/11/2018,3.304,28/11/2018
110,60462.0,TEC-AC-10000844,PA-19060,CA-2016-129476,15/10/2016,339.96,20/10/2016
111,10035.0,FUR-FU-10001934,CV-12805,CA-2018-146780,25/12/2018,41.96,30/12/2018
112,50322.0,OFF-AR-10000380,CL-12565,CA-2017-128867,03/11/2017,75.96,10/11/2017
113,50322.0,OFF-BI-10003981,CL-12565,CA-2017-128867,03/11/2017,27.24,10/11/2017
114,43229.0,OFF-FA-10000621,RC-19960,CA-2015-115259,25/08/2015,40.096,27/08/2015
115,43229.0,OFF-EN-10002600,RC-19960,CA-2015-115259,25/08/2015,4.72,27/08/2015
116,43229.0,OFF-PA-10004965,RC-19960,CA-2015-115259,25/08/2015,23.976,27/08/2015
117,43229.0,OFF-EN-10002504,RC-19960,CA-2015-115259,25/08/2015,130.464,27/08/2015
118,98103.0,FUR-TA-10001768,DK-13090,CA-2016-110457,02/03/2016,787.53,06/03/2016
119,37620.0,OFF-BI-10003650,GG-14650,US-2016-136476,05/04/2016,157.794,10/04/2016
120,19805.0,FUR-FU-10002157,SC-20725,CA-2017-103730,12/06/2017,47.04,15/06/2017
121,19805.0,OFF-BI-10003910,SC-20725,CA-2017-103730,12/06/2017,30.84,15/06/2017
122,19805.0,OFF-ST-10000777,SC-20725,CA-2017-103730,12/06/2017,226.56,15/06/2017
123,19805.0,OFF-EN-10002500,SC-20725,CA-2017-103730,12/06/2017,115.02,15/06/2017
124,19805.0,TEC-PH-10003875,SC-20725,CA-2017-103730,12/06/2017,68.04,15/06/2017
125,77041.0,FUR-CH-10004063,AD-10180,US-2015-152030,26/12/2015,600.558,28/12/2015
126,61701.0,FUR-TA-10004534,PF-19165,US-2015-134614,20/09/2015,617.7,25/09/2015
127,85023.0,OFF-BI-10003274,TS-21610,US-2018-107272,05/11/2018,2.388,12/11/2018
128,85023.0,OFF-ST-10002974,TS-21610,US-2018-107272,05/11/2018,243.992,12/11/2018
129,90004.0,FUR-CH-10001146,LS-16975,US-2017-125969,06/11/2017,81.424,10/11/2017
130,90004.0,FUR-FU-10003773,LS-16975,US-2017-125969,06/11/2017,238.56,10/11/2017
131,43229.0,TEC-PH-10002293,DW-13585,US-2018-164147,02/02/2018,59.97,05/02/2018
132,43229.0,OFF-PA-10002377,DW-13585,US-2018-164147,02/02/2018,78.304,05/02/2018
133,43229.0,OFF-FA-10002780,DW-13585,US-2018-164147,02/02/2018,21.456,05/02/2018
134,95661.0,OFF-PA-10001804,LC-16885,CA-2017-145583,13/10/2017,20.04,19/10/2017
135,95661.0,OFF-PA-10001736,LC-16885,CA-2017-145583,13/10/2017,35.44,19/10/2017
136,95661.0,OFF-AR-10001149,LC-16885,CA-2017-145583,13/10/2017,11.52,19/10/2017
137,95661.0,OFF-FA-10002988,LC-16885,CA-2017-145583,13/10/2017,4.02,19/10/2017
138,95661.0,OFF-BI-10004781,LC-16885,CA-2017-145583,13/10/2017,76.176,19/10/2017
139,95661.0,OFF-SU-10001218,LC-16885,CA-2017-145583,13/10/2017,65.88,19/10/2017
140,95661.0,FUR-FU-10001706,LC-16885,CA-2017-145583,13/10/2017,43.12,19/10/2017
141,19140.0,FUR-FU-10004848,JD-15895,CA-2017-110366,05/09/2017,82.8,07/09/2017
142,94122.0,OFF-AR-10000940,SH-19975,CA-2018-106180,18/09/2018,8.82,23/09/2018
143,94122.0,OFF-EN-10004030,SH-19975,CA-2018-106180,18/09/2018,10.86,23/09/2018
144,94122.0,OFF-PA-10004327,SH-19975,CA-2018-106180,18/09/2018,143.7,23/09/2018
145,64055.0,OFF-AP-10001058,SG-20080,CA-2018-155376,22/12/2018,839.43,27/12/2018
146,91104.0,OFF-ST-10003656,HA-14920,CA-2016-110744,07/09/2016,671.93,12/09/2016
147,43055.0,FUR-FU-10000521,MG-17680,CA-2015-110072,22/10/2015,93.888,28/10/2015
148,53132.0,TEC-PH-10000215,JE-16165,CA-2017-114489,05/12/2017,384.45,09/12/2017
149,53132.0,TEC-PH-10001448,JE-16165,CA-2017-114489,05/12/2017,149.97,09/12/2017
150,53132.0,FUR-CH-10000454,JE-16165,CA-2017-114489,05/12/2017,1951.84,09/12/2017
151,53132.0,OFF-BI-10002735,JE-16165,CA-2017-114489,05/12/2017,171.55,09/12/2017
152,85254.0,OFF-AP-10000326,TW-21025,CA-2017-158834,13/03/2017,157.92,16/03/2017
153,85254.0,TEC-PH-10001254,TW-21025,CA-2017-158834,13/03/2017,203.184,16/03/2017
154,95123.0,OFF-PA-10001950,SP-20650,CA-2016-124919,31/05/2016,58.38,02/06/2016
155,95123.0,OFF-PA-10002254,SP-20650,CA-2016-124919,31/05/2016,105.52,02/06/2016
156,95123.0,OFF-ST-10001590,SP-20650,CA-2016-124919,31/05/2016,80.88,02/06/2016
157,98105.0,OFF-AR-10001547,NK-18490,CA-2016-118948,28/05/2016,6.63,03/06/2016
158,98115.0,FUR-CH-10004063,DB-13060,CA-2015-104269,01/03/2015,457.568,06/03/2015
159,73034.0,OFF-LA-10002475,NP-18670,CA-2017-114104,20/11/2017,14.62,24/11/2017
160,73034.0,TEC-PH-10004536,NP-18670,CA-2017-114104,20/11/2017,944.93,24/11/2017
161,90045.0,OFF-PA-10002751,TT-21070,CA-2017-162733,11/05/2017,5.98,12/05/2017
162,19134.0,TEC-AC-10003657,EM-13960,CA-2016-119697,28/12/2016,54.384,31/12/2016
163,88220.0,OFF-EN-10001990,RD-19900,CA-2017-154508,16/11/2017,28.4,20/11/2017
164,98115.0,OFF-BI-10004002,MJ-17740,CA-2017-113817,07/11/2017,27.68,11/11/2017
165,78207.0,OFF-AR-10004441,BM-11140,CA-2015-139892,08/09/2015,9.936,12/09/2015
166,78207.0,TEC-MA-10000822,BM-11140,CA-2015-139892,08/09/2015,8159.952,12/09/2015
167,78207.0,OFF-ST-10000991,BM-11140,CA-2015-139892,08/09/2015,275.928,12/09/2015
168,78207.0,FUR-CH-10004287,BM-11140,CA-2015-139892,08/09/2015,1740.06,12/09/2015
169,78207.0,OFF-AR-10002656,BM-11140,CA-2015-139892,08/09/2015,32.064,12/09/2015
170,78207.0,OFF-AP-10002518,BM-11140,CA-2015-139892,08/09/2015,177.98,12/09/2015
171,78207.0,TEC-PH-10003931,BM-11140,CA-2015-139892,08/09/2015,143.976,12/09/2015
172,90004.0,OFF-PA-10000659,CS-12130,CA-2015-118962,05/08/2015,20.94,09/08/2015
173,90004.0,OFF-PA-10001144,CS-12130,CA-2015-118962,05/08/2015,110.96,09/08/2015
174,90004.0,FUR-CH-10003817,CS-12130,CA-2015-118962,05/08/2015,340.144,09/08/2015
175,60623.0,OFF-AP-10000891,JB-15400,US-2015-100853,14/09/2015,52.448,19/09/2015
176,60623.0,OFF-LA-10003148,JB-15400,US-2015-100853,14/09/2015,20.16,19/09/2015
177,77036.0,OFF-AP-10002684,SJ-20500,US-2018-152366,21/04/2018,97.264,25/04/2018
178,43055.0,FUR-CH-10004698,JE-15745,US-2016-101511,21/11/2016,396.802,23/11/2016
179,43055.0,OFF-SU-10002189,JE-15745,US-2016-101511,21/11/2016,15.88,23/11/2016
180,10009.0,OFF-AR-10001940,JK-15640,CA-2016-137225,15/12/2016,3.28,19/12/2016
181,62521.0,OFF-ST-10003455,DK-13150,CA-2015-166191,05/12/2015,24.816,09/12/2015
182,62521.0,TEC-AC-10004659,DK-13150,CA-2015-166191,05/12/2015,408.744,09/12/2015
183,71203.0,TEC-PH-10003273,RM-19675,CA-2015-158274,19/11/2015,503.96,24/11/2015
184,71203.0,TEC-PH-10004896,RM-19675,CA-2015-158274,19/11/2015,149.95,24/11/2015
185,71203.0,TEC-AC-10002345,RM-19675,CA-2015-158274,19/11/2015,29.0,24/11/2015
186,6824.0,OFF-BI-10001890,SK-19990,CA-2017-105018,28/11/2017,7.16,02/12/2017
187,90032.0,TEC-AC-10002323,FM-14290,CA-2015-123260,26/08/2015,176.8,30/08/2015
188,75051.0,OFF-ST-10001328,AM-10360,CA-2017-157000,16/07/2017,37.224,22/07/2017
189,75051.0,OFF-PA-10001950,AM-10360,CA-2017-157000,16/07/2017,20.016,22/07/2017
190,10035.0,FUR-BO-10002613,MP-17470,CA-2016-102281,12/10/2016,899.136,14/10/2016
191,10035.0,TEC-PH-10001552,MP-17470,CA-2016-102281,12/10/2016,71.76,14/10/2016
192,10035.0,OFF-PA-10000061,MP-17470,CA-2016-102281,12/10/2016,51.84,14/10/2016
193,10035.0,FUR-BO-10002545,MP-17470,CA-2016-102281,12/10/2016,626.352,14/10/2016
194,10035.0,OFF-AR-10003514,MP-17470,CA-2016-102281,12/10/2016,19.9,14/10/2016
195,92374.0,OFF-EN-10001509,MZ-17515,CA-2016-131457,31/10/2016,14.28,06/11/2016
196,45011.0,OFF-AR-10004685,CB-12025,CA-2015-140004,21/03/2015,7.408,25/03/2015
197,45011.0,OFF-AR-10004027,CB-12025,CA-2015-140004,21/03/2015,6.048,25/03/2015
198,7090.0,OFF-ST-10001414,VM-21685,CA-2018-107720,06/11/2018,46.26,13/11/2018
199,19120.0,OFF-BI-10000343,FH-14365,US-2018-124303,06/07/2018,2.946,13/07/2018
200,19120.0,OFF-PA-10002749,FH-14365,US-2018-124303,06/07/2018,16.056,13/07/2018
201,44312.0,OFF-PA-10002666,MB-17305,CA-2018-105074,24/06/2018,21.744,29/06/2018
202,80219.0,FUR-TA-10004289,BS-11755,CA-2015-133690,03/08/2015,218.75,05/08/2015
203,80219.0,OFF-AP-10003622,BS-11755,CA-2015-133690,03/08/2015,2.6,05/08/2015
204,75220.0,OFF-AP-10003217,LC-17140,US-2018-116701,17/12/2018,66.284,21/12/2018
205,37064.0,FUR-FU-10002960,HK-14890,CA-2018-126382,03/06/2018,35.168,07/06/2018
206,90604.0,TEC-PH-10001918,LE-16810,CA-2018-108329,09/12/2018,444.768,14/12/2018
207,48601.0,OFF-ST-10000642,JH-15985,CA-2018-135860,01/12/2018,83.92,07/12/2018
208,48601.0,TEC-PH-10001700,JH-15985,CA-2018-135860,01/12/2018,131.98,07/12/2018
209,48601.0,OFF-BI-10003274,JH-15985,CA-2018-135860,01/12/2018,15.92,07/12/2018
210,48601.0,OFF-FA-10000134,JH-15985,CA-2018-135860,01/12/2018,52.29,07/12/2018
211,48601.0,OFF-ST-10001522,JH-15985,CA-2018-135860,01/12/2018,91.99,07/12/2018
212,75220.0,TEC-AC-10001266,MS-17980,CA-2016-101007,09/02/2016,20.8,13/02/2016
213,44256.0,OFF-LA-10004544,VW-21775,CA-2016-146262,02/01/2016,23.68,09/01/2016
214,44256.0,FUR-BO-10004695,VW-21775,CA-2016-146262,02/01/2016,452.45,09/01/2016
215,44256.0,TEC-PH-10002844,VW-21775,CA-2016-146262,02/01/2016,62.982,09/01/2016
216,44256.0,TEC-MA-10000864,VW-21775,CA-2016-146262,02/01/2016,1188.0,09/01/2016
217,44256.0,TEC-AC-10000109,VW-21775,CA-2016-146262,02/01/2016,89.584,09/01/2016
218,90032.0,OFF-ST-10001328,JH-15910,CA-2017-130162,28/10/2017,93.06,01/11/2017
219,90032.0,TEC-PH-10002563,JH-15910,CA-2017-130162,28/10/2017,302.376,01/11/2017
220,43017.0,OFF-FA-10000585,JB-15925,CA-2016-169397,24/12/2016,5.584,27/12/2016
221,43017.0,OFF-PA-10004000,JB-15925,CA-2016-169397,24/12/2016,22.704,27/12/2016
222,43017.0,OFF-BI-10002852,JB-15925,CA-2016-169397,24/12/2016,19.776,27/12/2016
223,43017.0,FUR-FU-10000087,JB-15925,CA-2016-169397,24/12/2016,72.704,27/12/2016
224,43017.0,TEC-MA-10001148,JB-15925,CA-2016-169397,24/12/2016,479.988,27/12/2016
225,43017.0,OFF-AR-10001958,JB-15925,CA-2016-169397,24/12/2016,27.168,27/12/2016
226,48227.0,OFF-AR-10001026,DS-13180,CA-2016-163055,09/08/2016,2.2,16/08/2016
227,48227.0,FUR-TA-10003748,DS-13180,CA-2016-163055,09/08/2016,622.45,16/08/2016
228,48227.0,OFF-ST-10002485,DS-13180,CA-2016-163055,09/08/2016,21.98,16/08/2016
229,38401.0,FUR-CH-10004860,VD-21670,US-2016-145436,28/02/2016,161.568,04/03/2016
230,38401.0,FUR-CH-10004477,VD-21670,US-2016-145436,28/02/2016,389.696,04/03/2016
231,28205.0,OFF-BI-10001679,EA-14035,US-2015-156216,13/09/2015,18.648,17/09/2015
232,33614.0,FUR-TA-10001705,CS-12400,US-2018-100930,07/04/2018,233.86,12/04/2018
233,33614.0,FUR-TA-10003473,CS-12400,US-2018-100930,07/04/2018,620.6145,12/04/2018
234,33614.0,OFF-BI-10001679,CS-12400,US-2018-100930,07/04/2018,5.328,12/04/2018
235,33614.0,FUR-FU-10004017,CS-12400,US-2018-100930,07/04/2018,258.072,12/04/2018
236,33614.0,TEC-AC-10003832,CS-12400,US-2018-100930,07/04/2018,617.976,12/04/2018
237,95051.0,OFF-PA-10002479,DB-13120,CA-2018-160514,12/11/2018,10.56,16/11/2018
238,60610.0,OFF-PA-10003349,KL-16645,CA-2017-157749,04/06/2017,25.92,09/06/2017
239,60610.0,FUR-FU-10000576,KL-16645,CA-2017-157749,04/06/2017,419.68,09/06/2017
240,60610.0,FUR-FU-10004351,KL-16645,CA-2017-157749,04/06/2017,11.688,09/06/2017
241,60610.0,TEC-PH-10000011,KL-16645,CA-2017-157749,04/06/2017,31.984,09/06/2017
242,60610.0,FUR-TA-10002607,KL-16645,CA-2017-157749,04/06/2017,177.225,09/06/2017
243,60610.0,FUR-FU-10002505,KL-16645,CA-2017-157749,04/06/2017,4.044,09/06/2017
244,60610.0,OFF-AR-10004685,KL-16645,CA-2017-157749,04/06/2017,7.408,09/06/2017
245,55044.0,FUR-CH-10004063,DW-13480,CA-2015-131926,01/06/2015,2001.86,06/06/2015
246,55044.0,OFF-ST-10002276,DW-13480,CA-2015-131926,01/06/2015,166.72,06/06/2015
247,55044.0,OFF-PA-10004082,DW-13480,CA-2015-131926,01/06/2015,47.88,06/06/2015
248,55044.0,OFF-AP-10002945,DW-13480,CA-2015-131926,01/06/2015,1503.25,06/06/2015
249,55044.0,OFF-PA-10000061,DW-13480,CA-2015-131926,01/06/2015,25.92,06/06/2015
250,94109.0,FUR-CH-10002965,LH-17155,CA-2017-154739,10/12/2017,321.568,15/12/2017
251,92037.0,OFF-PA-10004569,KC-16540,CA-2017-145625,11/09/2017,7.61,17/09/2017
252,92037.0,TEC-AC-10003832,KC-16540,CA-2017-145625,11/09/2017,3347.37,17/09/2017
253,10024.0,OFF-ST-10001228,DL-13315,CA-2017-146941,10/12/2017,80.58,13/12/2017
254,10024.0,OFF-EN-10003296,DL-13315,CA-2017-146941,10/12/2017,361.92,13/12/2017
255,60623.0,FUR-FU-10002505,DR-12880,US-2016-159982,28/11/2016,12.132,04/12/2016
256,60623.0,OFF-ST-10004804,DR-12880,US-2016-159982,28/11/2016,82.368,04/12/2016
257,60623.0,OFF-ST-10001590,DR-12880,US-2016-159982,28/11/2016,53.92,04/12/2016
258,60623.0,TEC-PH-10001580,DR-12880,US-2016-159982,28/11/2016,647.904,04/12/2016
259,10009.0,TEC-AC-10000290,CC-12670,CA-2018-163139,01/12/2018,20.37,03/12/2018
260,10009.0,OFF-ST-10002790,CC-12670,CA-2018-163139,01/12/2018,221.55,03/12/2018
261,10009.0,OFF-BI-10003460,CC-12670,CA-2018-163139,01/12/2018,17.52,03/12/2018
262,77506.0,OFF-AP-10002203,Dl-13600,US-2018-155299,08/06/2018,1.624,12/06/2018
263,77036.0,TEC-MA-10000822,SB-20290,US-2015-106992,19/09/2015,3059.982,21/09/2015
264,77036.0,TEC-MA-10003353,SB-20290,US-2015-106992,19/09/2015,2519.958,21/09/2015
265,60610.0,TEC-PH-10001433,RC-19825,CA-2017-125318,06/06/2017,328.224,13/06/2017
266,94513.0,TEC-AC-10004469,AH-10210,CA-2016-155040,10/11/2016,79.9,15/11/2016
267,27514.0,OFF-AR-10003602,CB-12535,CA-2018-136826,16/06/2018,14.016,20/06/2018
268,7960.0,OFF-FA-10003472,PG-18895,CA-2017-111010,22/01/2017,7.56,28/01/2017
269,45231.0,OFF-ST-10004180,CA-12310,US-2018-145366,09/12/2018,37.208,13/12/2018
270,45231.0,OFF-EN-10004386,CA-12310,US-2018-145366,09/12/2018,57.576,13/12/2018
271,94110.0,OFF-ST-10003208,KH-16690,CA-2018-163979,28/12/2018,725.84,02/01/2019
272,94109.0,TEC-AC-10003628,HA-14920,CA-2016-155334,30/07/2016,209.93,31/07/2016
273,94109.0,FUR-FU-10003274,HA-14920,CA-2016-155334,30/07/2016,5.28,31/07/2016
